status;official;origin;balancedVersion;IGNORE_workComment;card_code;title;IGNORE_phaseUp;phaseUp;phaseDown;cost;startingMegacredits;card_Type;IGNORE_tag_one;IGNORE_tag_two;IGNORE_tag_three;tagsId;vpNumber;vpScaling;IGNORE_requirement_desc;IGNORE_description;effectSummaryType;effectSummaryOption;effectSummaryType2;effectSummaryOption2;prerequisiteType;prerequisiteTresholdType;prerequisitePaidRessource;prerequisiteTag;prerequisiteTagId;prerequisiteTresholdStep;prerequisiteTresholdValue;IGNORE_stockableRessource1;IGNORE_stockableRessource1;IGNORE_stockableRessource1;stockableRessource;title_en;title_fr;vpText_en;vpText_fr;effectSummaryText_en;effectSummaryText_fr;effectText_en;effectText_fr;effectSummaryText2_en;effectSummaryText2_fr;effectText2_en;effectText2_fr;playedText_en;playedText_fr;prerequisiteSummaryText_en;prerequisiteSummaryText_fr;prerequisiteText_en;prerequisiteText_fr;actionTextOption1_en;actionTextOption1_fr;actionTextOption2_en;actionTextOption2_fr
validated;yes;discovery;;;D21;3D Printing;IV;IV;;14;;greenProject;building;;;0;;0;;#N/A;production;;;;;;;;;;;;;;;3D Printing;Impression 3D;;;$ressource_megacreditvoid_4$;$ressource_megacreditvoid_4$;During the production phase, this card produces 4MC.;Lors de la phase de production, cette carte produit 4 MC. ;;;;;;;;;;;;;;
validated;yes;discovery;;;D22;Biofoundries;IV;IV;;27;;greenProject;building;plant;;0,6;;0;;#N/A;production;;;;;;;;;;;;;;;Biofoundries;Biofonderies;;;$ressource_plant$ $ressource_plant$;$ressource_plant$ $ressource_plant$;During the production phase, this card produces 2 plants.;Lors de la Phase de production, cette carte produit 2 plantes.;;;;;Upgrade a Phase card.;Améliorer une carte Phase.;;;;;;;;
validated;yes;discovery;;;D23;Blast Furnace;I-II;I-II;;14;;greenProject;;;;;;0;;#N/A;greyProduction;;;;;;;;;;;;;;;Blast Furnace;Hauts Fourneaux ;;;$ressource_steel$;$ressource_steel$;When you play a $tag_building$, you pay 2 MC less for it.;Lorsque vous jouez un $tag_building$, le coût associé est réduit de 2 MC. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;;;D24;Dandelions;IV;IV;;14;;greenProject;plant;;;6;;0;Temperature red;#N/A;production;;;;;;;;;;;;;;;Dandelions;Pissenlits;;;$ressource_card$$skipline$$ressource_plant$;$ressource_card$$skipline$$ressource_plant$;During the production phase, draw a card and this card produces 1 plant.;Lors de la phase de production, piochez une carte et cette carte produit 1 plante. ;;;;;;;$other_temperature$;$other_temperature$;Requires a red or warmer temperature level.;Requiert un niveau de température rouge ou plus chaud. ;;;;
validated;yes;discovery;;;D25;Electric Arc Furnaces;I-II;I-II;;9;;greenProject;;;;;;0;;#N/A;greyProduction;;;;;;;;;;;;;;;Electric Arc Furnaces;Fours à Arcs Electriques ;;;$ressource_steel$$ressource_steel$;$ressource_steel$$ressource_steel$;When you play a $tag_building$, you pay 4 MC less for it.;Lorsque vous jouez un $tag_building$, le coût associé est réduit de 4 MC. ;;;;;;;;;;;;;;
validated;yes;discovery;;;D26;Local Market;IV;IV;;7;;greenProject;wild;;;10;;0;;"Chose a tag and add it to this card.
During the production phase this produces 2 MC.";production;;;;;;;;;;;;;;;Local Market;Marché Local ;;;$ressource_megacreditvoid_2$;$ressource_megacreditvoid_2$;During the production phase, this card produces 2MC.;Lors de la phase de production, cette carte produit 2 MC. ;;;;;Chose a tag and add it to this card.;Choisissez un badge et ajoutez-le à cette carte. ;;;;;;;;
validated;yes;discovery;;;D27;Manufacturing Hub;IV;IV;;22;;greenProject;building;;;0;;0;;#N/A;production;;;;;;;;;;;;;;;Manufacturing Hub;Centre de Production ;;;$ressource_megacreditvoid_2$$skipline$$ressource_heat$;$ressource_megacreditvoid_2$$skipline$$ressource_heat$;During the production phase, this card produces 2MC and 1 heat.;Lors de la phase production, cette carte produit 2 MC et 1 chaleur. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;;;D28;Heat Reflective Glass;IV;IV;;12;;greenProject;;;;;;0;;#N/A;production;;;;;;;;;;;;;;;Heat Reflective Glass;Miroirs de Réflexion de Chaleur ;;;$ressource_heat$;$ressource_heat$;During the production phase, this card produces 1 heat.;Lors de la phase de production, cette carte produit 1 chaleur. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;no;discovery;remove;;D29;Hematite Mining;IV;IV;I-II;28;;greenProject;building;;;0;;0;;#N/A;mixedProduction;;;;;;;;;;;;;;;Hematite Mining;Extraction d'Hématite;;;$ressource_card$$ressource_card$$mix$$ressource_steel$;$ressource_card$$ressource_card$$mix$$ressource_steel$;During the production phase, draw 2 cards.$skipline$When you play a $tag_building$, you pay 2 MC less for it.;Lors de la phase de production, piochez 2 cartes.$skipline$Lorsque vous jouez un $tag_building$, le coût associé est réduit de 2 MC.;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;add;;D29B;Hematite Mining B;IV;IV;I-II;28;;greenProject;building;;;0;;0;;;mixedProduction;;;;;;;;;;;;;;;Hematite Mining B;Hematite Mining B;;;$ressource_card$$ressource_card$$mix$$ressource_steel$;$ressource_card$$ressource_card$$mix$$ressource_steel$;During the production phase, draw 2 cards.$skipline$When you play a $tag_building$, you pay 2 MC less for it.;Lors de la phase de production, piochez 2 cartes.$skipline$Lorsque vous jouez un $tag_building$, le coût associé est réduit de 2 MC.;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;-5$ressource_heat$;;Requires that you spend 5$ressource_heat$;Requiert que vous dépensiez 5$ressource_heat$.;;;;
validated;yes;discovery;;;D30;Hydroponic Gardens;IV;IV;;28;;greenProject;space;microbe;;1,8;;0;;#N/A;production;;;;;;;;;;;;;;;Hydroponic Gardens;Jardins Hydroponiques;;;$ressource_megacreditvoid_3$$skipline$$ressource_plant$;$ressource_megacreditvoid_3$$skipline$$ressource_plant$;During the production phase, this card produces 3MC and 1 plant.;Lors de la phase de production, cette carte produit 3 MC et 1 plante. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;;;D31;Ilmenite Deposits;I-II;I-II;;16;;greenProject;space;;;1;;0;;#N/A;greyProduction;;;;;;;;;;;;;;;Ilmenite Deposits;Gisement d'Ilménite ;;;$ressource_titanium$$ressource_titanium$;$ressource_titanium$$ressource_titanium$;When you play a $tag_space$, you pay 6MC less for it.;Lorsque vous jouez un $tag_space$, le coût associé est réduit de 6 MC.;;;;;;;;;;;;;;
validated;yes;discovery;;;D32;Industrial Complex;IV;IV;;29;;greenProject;building;power;;0,3;;0;;#N/A;production;;;;;;;;;;;;;;;Industrial Complex;Complexe Industriel;;;$ressource_heat$$ressource_heat$$skipline$$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$$skipline$$ressource_heat$$ressource_heat$;During the production phase, this card produce 4 heat.;Lors de la phase de production, cette carte produit 4 chaleurs.;;;;;Upgrade a Phase card.;Améliorer une carte Phase.;;;;;;;;
validated;yes;discovery;;;D33;Martian Museum;IV;IV;;12;;greenProject;building;;;0;;0;;#N/A;production;;;;;;;;;;;;;;;Martian Museum;Musée Martien ;;;$ressource_megacreditvoid_1$;$ressource_megacreditvoid_1$;During the production phase, this card produces 1MC.;Lors de la phase de production, cette carte produit 1 MC. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;;;D34;Metallurgy;I-II;I-II;;19;;greenProject;science;space;;2,1;;0;;#N/A;greyProduction;;;;;;;;;;;;;;;Metallurgy;Métallurgie;;;$ressource_titanium$;$ressource_titanium$;When you play a $tag_space$, you pay 3MC less for it.;Lorsque vous jouez un $tag_space$, le coût associé est réduit de 3 MC. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;;;D35;Award Winning Reflector Material;IV;IV;;14;;greenProject;building;power;;0,3;;0;;#N/A;production;;;;;;;;;;;;;;;Award Winning Reflector Material;Matériau Réfléchissant Primé;;;$ressource_heat$$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$$ressource_heat$;During the production phase, this card produce 3 heat.;Lors de la phase de production, cette carte produit 3 chaleurs.;;;;;If you have a milestone, gain 4 heats.;Si vous avez un objectif, gagnez 4 chaleurs.;;;;;;;;
validated;yes;discovery;;;D36;Oxidation Byproducts;IV;IV;;19;;greenProject;building;power;;0,3;;0;;#N/A;production;;;;;;;;;;;;;;;Oxidation Byproducts;Sous- Produit d'Oxydation;;;$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$;During the production phase, this card produce 2 heat.;Lors de la phase de production, cette carte produit 2 chaleurs ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;;;D37;Perfluorocarbon Production;IV;IV;;10;;greenProject;building;;;0;;0;;#N/A;production;;;;;;;;;;;;;;;Perfluorocarbon Production;Production de Perfluorocarbone;;;$ressource_heat$;$ressource_heat$;During the production phase, this card produce 1 heat.;Lors de la phase de production, cette carte produit 1 chaleur.;;;;;Upgrade your Phase card I.;Améliorez votre carte Phase I.;;;;;;;;
validated;yes;discovery;;;D38;Magnetic Field Generator;IV;IV;;18;;greenProject;building;;;0;;0;;#N/A;production;;;;;;;;;;;;;;;Magnetic Field Generator;Générateur de Champ Magnétique;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produces 1 plant.;Lors de la phase de production, cette carte produit 1 plante. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
validated;yes;discovery;;;D39;Political Influence;IV;IV;;10;;greenProject;wild;;;10;;0;;"Chose a tag and add it to this card.
During the production phase this produces 2 heat.";production;;;;;;;;;;;;;;;Political Influence;Influence Politique ;;;$ressource_megacreditvoid_3$;$ressource_megacreditvoid_3$;During the production phase, this card produces 3MC.;Lors de la phase de production, cette carte produit 3 MC. ;;;;;Chose a tag and add it to this card.;Choisissez un badge et ajoutez-leà cette carte. ;;;;;;;;
validated;yes;discovery;;;D40;Biological Factories;IV;IV;;16;;greenProject;building;plant;;0,6;;0;;#N/A;production;;;;;;;;;;;;;;;Biological Factories;Usines Biologiques;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produce 1 plant.;Lors de la phase de production, cette carte produit 1 plante.;;;;;Upgrade your Phase card IV.;Améliorez votre carte Phase IV.;;;;;;;;
validated;yes;discovery;;;D41;Nuclear Detonation Site;IV;IV;;12;;greenProject;;;;;;0;;#N/A;production;;;;;;;;;;;;;;;Nuclear Detonation Site;Site d'Explosion Nucléaire;;;$ressource_heat$$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$$ressource_heat$;During the production phase, this card produce 3 heat.;Lors de la phase de production, cette carte produit 3 chaleurs. ;;;;;;;;;;;;;;
validated;yes;discovery;;;D42;Warehouses;IV;IV;;17;;greenProject;building;;;0;;0;;#N/A;production;;;;;;;;;;;;;;;Warehouses;Entrepôts;;;$ressource_megacreditvoid_2$;$ressource_megacreditvoid_2$;During the production phase, this card produces 2MC.;Lors de la phase de production, cette carte produit 2 MC. ;;;;;Upgrade a Phase card.;Améliorez une carte Phase. ;;;;;;;;
excluded;yes;foundations;;duplicate;F02;Adaptation Technology;I-II;I-II;;12;;blueProject;science;;;2;1;0;;EFFECT: When you play a card with requirements, you can consider oxygen or temperature a higher or lower color. This cannot be combined with other effects.;trigger;;;;;;;;;;;;;;;Adaptation Technology;Technologie d'Adaptation ;;;$other_temperature$$other_oxygen$$other_infrastructure$:$skipline$$other_purplesquare$$other_redsquare$$other_yellowsquare$$other_whitesquare$$skipline$$other_arrowtop$$other_arrowbottom$;$other_temperature$$other_oxygen$$other_infrastructure$:$skipline$$other_purplesquare$$other_redsquare$$other_yellowsquare$$other_whitesquare$$skipline$$other_arrowtop$$other_arrowbottom$;EFFECT: When you play a card with requirements, you can consider oxygen or temperature or infrastructure a higher or lower color. This cannot be combined with other effects.;EFFET: Lorsque vous jouez une carte avec un prérequis, vous pouvez considérer que l'infrastructure est d'un niveau de couleur inférieur ou supérieur. Cela ne peut pas être modifié davantage par d'autres effets. ;;;;;;;;;;;;;;
excluded;yes;foundations;;duplicate;F03;Special Design;;;;25;;redProject;event;;;9;;0;;You may play an additional blue or red card in this phase. For the next card you play in this phase, you can consider oxygen or temperature as a higher or lower color.;;;;;;;;;;;;;;;;Special Design;Conception Spéciale ;;;;;;;;;;;You may play an additional blue or red card in this phase. For the next card you play in this phase, you can consider oxygen or temperature as a higher or lower color.;Vous pouvez jouez une carte bleue ou rouge supplémentaire lors de cette phase $skipline$ Pour la prochaine carte que vous jouez lors de cette phase, vous pouvez considérer que l'infrastructure, l'oxygène ou la température est d'un niveau inférieur ou supérieur. ;;;;;;;;
validated;yes;foundations;;;F04;Cargo Ships;;;;15;;blueProject;;;;;;0;;#N/A;trigger;;;;;;;;;;;;;;;Cargo Ships;Vaisseaux Cargos ;;;$other_infrastructure$:$skipline$2$ressource_heat$/2$ressource_plant$;$other_infrastructure$:$skipline$2$ressource_heat$/2$ressource_plant$;EFFECT: When you increase the infrastructure, gain 2 heats or gain 2 plants.;EFFET: Lorsque vous augmentez l'infrastructure, gagnez 2 chaleurs ou 2 plantes. ;;;;;;;;;;;;;;
validated;yes;foundations;;;F05;Interplanetary Superhighway;III;III;;15;;blueProject;science;space;earth;2,1,4;;0;;#N/A;action;scalingCostActivation;;;;;;;;;;;;;;Interplanetary Superhighway;Liaison Interplanétaire Express;;;$other_arrow$$skipline$$ressource_megacreditvoid_10$: $other_infrastructure$$skipline$$ressource_megacreditvoid_-5$ If 4 $tag_science$;$other_arrow$$skipline$$ressource_megacreditvoid_10$: $other_infrastructure$$skipline$$ressource_megacreditvoid_-5$ If 4 $tag_science$;ACTION: Spend 10 MC to raise the infrastructure 1 step. Reduce its cost by 5 MC if you have 4 $tag_science$ or more.;ACTION: Dépensez 10 MC pour augmentr l'infrastructure de 1 niveau. Ce Coût est réduit de 5 MC si vous avez 4 $tag_science$ ou plus.;;;;;;;;;;;$ressource_megacreditvoid_10$ $other_arrow$ $other_infrastructure$$skipline$$ressource_megacreditvoid_-5$ If 4 $tag_science$;;;
validated;yes;foundations;;;F06;Maglev Trains;III;III;;16;;blueProject;building;;;0;;0;;#N/A;action;scalingCostActivation;;;;;;;;;;;;;;Maglev Trains;Train à Sustentation Magnétique;;;$other_arrow$ $ressource_card$$skipline$If $other_infrastructure$ + $ressource_card$;$other_arrow$ $ressource_card$$skipline$If $other_infrastructure$ + $ressource_card$;ACTION: Draw a card.$skipline$If the infrastructure was at the yellow level or higher at the beginning of this phase, draw 1 additional card.;ACTION: Piochez 1 carte.$skipline$Si l'infrastructure était au niveau jaune ou supérieur au début de cette phase, piochez 1 carte supplémentaire.;;;;;;;;;;;$other_arrow$ $ressource_card$$skipline$If $other_infrastructure$ + $ressource_card$;;;
validated;yes;foundations;;;F07;Pets;I-III;I-III;;10;;blueProject;animal;;;7;*;1;;#N/A;trigger;;;;;;;;;;;animal;;;animal;Pets;Animaux Domestiques;/ $ressource_animal$$ressource_animal$;/ $ressource_animal$$ressource_animal$;$other_infrastructure$ : $ressource_animal$;$other_infrastructure$ : $ressource_animal$;EFFECT: When you increase the infrastructure, add 1 animal to this card.;EFFET: Lorsque vous augmentez l'infrastructure, ajoutez 1 animal sur cette carte.;;;;;;;;;;;;;;
validated;yes;foundations;;;F08;Sawmill;III;III;;18;;blueProject;building;power;;0,3;;0;;#N/A;action;scalingCostActivation;;;;;;;;;;;;;;Sawmill;Scierie;;;$other_arrow$$skipline$$ressource_megacreditvoid_10$: $other_infrastructure$$skipline$$ressource_megacreditvoid_-2$ / $tag_plant$;$other_arrow$$skipline$$ressource_megacreditvoid_10$: $other_infrastructure$$skipline$$ressource_megacreditvoid_-2$ / $tag_plant$;ACTION: Spend 10 MC to raise the infrastructure 1 step. Reduce its cost by 2 MC for each $tag_plant$ you have.;ACTION: Dépensez 10 MC pour augmenter l'infrastructure de 1 niveau. Ce coût est réduit de 2 MC pour chaque $tag_plant$ en votre possession.;;;;;;;;;;;$ressource_megacreditvoid_10$  $other_infrastructure$$skipline$$ressource_megacreditvoid_-2$ / $tag_plant$;;;
validated;yes;foundations;;;F09;Architecture Blueprints;;;;14;;redProject;event;;;9;;0;;#N/A;;;;;;;;;;;;;;;;Architecture Blueprints;Projets Architecturaux;;;;;;;;;;;Increase the infrastructure 1 step.$skipline$Draw 2 cards, then discard 1 card.;Augmentez l'infrastructure de 1 niveau.$skipline$Piochez 2 cartes. Puis, défaussez 1 carte.;;;;;;;;
validated;yes;foundations;;;F10;Bedrock Wellbore;;;;24;;redProject;event;;;9;;0;;#N/A;;;;;;;;;;;;;;;;Bedrock Wellbore;Puits de Forage Rocheux;;;;;;;;;;;Flip an ocean tile.$skipline$Increase the infrastructure 1 step.;Révélez une tuile Océan.$skipline$Augmentez l'infrastructure de 1 niveau.;;;;;;;;
validated;yes;foundations;;;F11;Callisto Skybridge;;;;17;;redProject;space;jovian;event;1,5,9;;0;;#N/A;;;;;;;;;;;;;;;;Callisto Skybridge;Passerelle Céleste ;;;;;;;;;;;Raise infrastructure 1 step.$skipline$If you have 3 or more other $tag_jovian$ (>=4 total), increase infrastructure an additional step.;Augmentez l'infrastructure de 1 niveau. $skipline$ Si vous avez 3 autre $tag_jovian$ ou plus, augmentez l'infrastructure de 1 niveau supplémentaire. ;;;;;;;;
validated;yes;foundations;;;F12;CHP Combustion Turbines;;;;30;;redProject;space;power;event;1,3,9;;0;;#N/A;;;;;;;;;;;;;;;;CHP Combustion Turbines;Turbines de Cogénération d'Energie;;;;;;;;;;;Increase the infrastructure 1 step.$skipline$Increase the oxygen 1 step.$skipline$Increase the temperature 1 step.;Augmentez l'infrastructure de 1 niveau.$skipline$Augmentez l'oxygène de 1 niveau.$skipline$Augmentez la température de 1 niveau.;;;;;;;;
validated;yes;foundations;;;F13;City Planning;;;;23;;redProject;event;;;9;;0;;#N/A;;;;;;;;;;;;;;;;City Planning;Plan d'Urbanisation;;;;;;;;;;;Raise infrastructure 2 steps.;Augmentez l'infrastructure de 2 niveaux. ;;;;;;;;
validated;yes;foundations;;;F14;Grain Silos;;;;30;;redProject;building;plant;event;0,6,9;;0;;#N/A;;;;;;;;;;;;;;;;Grain Silos;Silos à Grains;;;;;;;;;;;Increase the infrastructure 2 step.$skipline$Gain 4 plant.;Augmentez l'infrastructure de 2 niveaux.$skipline$Gagnez 4 plantes.;;;;;;;;
validated;yes;foundations;;;F15;Invasive Irigation;;;;24;;redProject;building;plant;event;0,6,9;-2;0;;#N/A;;;;;;;;;;;;;;;;Invasive Irigation;Irrigation Envahissante ;;;;;;;;;;;Flip an ocean tile.$skipline$Raise infrastructure 2 steps.;Révélez une tuile Océan $skipline$ Augmentez l'infrastructure de 2 niveaux. ;;;;;;;;
validated;yes;foundations;;;F16;Jezero Crater Hospital;;;;20;;redProject;building;event;;0,9;;0;;#N/A;;;;;;;;;;;;;;;;Jezero Crater Hospital;Hôpital de Cratère Jezero ;;;;;;;;;;;Raise infrastructure 1 step.$skipline$Upgrade a phase card.;Augmentez l'infrastructure de 1 niveau $skipline$ Améliorez une carte Phase. ;;;;;;;;
validated;yes;foundations;remove;;F17;Low-Atmosphere Planes;;;;28;;redProject;science;event;;2,9;-1;0;;#N/A;;;;;;;;;;;;;;;;Low-Atmosphere Planes;Aéronefs pour Atmosphère Basse;;;;;;;;;;;Increase the infrastructure 3 step.;Augmentez l'infrastructure de 3 niveaux.;;;;;;;;
validated;no;foundations;add;;F17B;Low-Atmosphere Planes B;;;;28;;redProject;building;science;event;0,2,9;;0;;#N/A;;;;;;;;;;;;;;;;Low-Atmosphere Planes B;Aéronefs pour Atmosphère Basse B;;;;;;;;;;;Increase the infrastructure 3 step.;Augmentez l'infrastructure de 3 niveaux.;;;;;;;;
validated;yes;foundations;;;F18;Power Grid Uplink;;;;32;;redProject;power;event;;3,9;;0;;#N/A;;;;;;;;;;;;;;;;Power Grid Uplink;Bornes de Recharge ;;;;;;;;;;;Raise infrastructure 2 steps.$skipline$Increase temperature level 1 step.;Augmentez l'infrastructures de 2 niveaux $skipline$ Augmentez la température de 1 niveau. ;;;;;;;;
validated;yes;foundations;;;F19;Subways;;;;11;;redProject;building;event;;0,9;;0;;#N/A;;;;;;;;;;;;;;;;Subways;Métros;;;;;;;;;;;Raise infrastructure 1 step.;Augmentez l'infrastructure de 1 niveau.;;;;;;;;
validated;yes;foundations;;;F20;Urban Forestry;;;;12;;redProject;plant;event;;6,9;;0;Infrastructure yellow;#N/A;;;;;infrastructure;min;;;;yellow;;;;;;Urban Forestry;Forêts Urbaines;;;;;;;;;;;Gain 1 Forest VP and increase oxygen by 1 level.$skipline$Earn 5 MC.;Gagnez 1 PV Forêt et augmentez l'oxygène de 1 niveau.$skipline$Gagnez 5 MC.;$other_infrastructure$;;Requires a yellow infrastructure level or higher.;Requiert un niveau d'infrastructure jaune ou supérieur.;;;;
validated;yes;foundations;;;F21;Microloans;IV;IV;;16;;greenProject;;;;;;0;;#N/A;production;;;;;;;;;;;;;;;Microloans;Microcrédits ;;;$ressource_megacreditvoid_2$;$ressource_megacreditvoid_2$;During the production phase, this card produces 2MC.;Lors de la phase de production, cette carte produit 2 MC. ;;;;;Raise infrastructure 1 step.;Augmentez l'infrastructure de 1 niveau.;;;;;;;;
validated;yes;foundations;;;F22;Seed Bank;IV;IV;;16;;greenProject;building;microbe;;0,8;;0;Infrastructure red;#N/A;production;;;;;;;;;;;;;;;Seed Bank;Banque de Graines ;;;$ressource_plant$$ressource_plant$$skipline$$ressource_heat$$ressource_heat$$ressource_heat$;$ressource_plant$$ressource_plant$$skipline$$ressource_heat$$ressource_heat$$ressource_heat$;During the production phase, this card produces 2 plants and 3 heats.;Lors de la phase de production, cette carte produit 3 chaleurs et 2 plantes. ;;;;;;;$other_infrastructure$;;Requires a red or higher infrastructuer level.;Requiert un niveau d'infrastructure rouge ou supérieur. ;;;;
validated;yes;foundations;;;F23;Quant-Link Conferencing;IV;IV;;13;;greenProject;science;;;2;1;0;;#N/A;production;;;;;;;;;;;;;;;Quant-Link Conferencing;Conférence de Liaison Quantique ;;;$ressource_card$;$ressource_card$;During the production phase, draw 1 card.;Lors de la phase de production, piochez une carte. ;;;;;;;$other_infrastructure$;;Requires a red or higher infrastructuer level.;Requiert un niveau d'infrastructure rouge ou supérieur. ;;;;
validated;yes;promo;;;P01;Assorted Enterprises;;;;2;;redProject;event;;;9;;0;;You may play an additional card this phase. That card may be a green card. You pay 2 MC less for the card you play this phase.;;;;;;;;;;;;;;;;Assorted Enterprises;Entreprises Assorties ;;;;;;;;;;;You may play an additional card this phase. That card may be a green card. You pay 2 MC less for the card you play this phase.;Vous pouvez jouer une carte supplémentaire lors de cette phase. Cette carte peut être verte. Le coût de la prochaine carte que vous jouez lors de cette phase est réduit de 2 MC. ;;;;;;;;
validated;yes;promo;;;P02;Commercial Imports;IV;IV;;36;;greenProject;space;plant;;1,6;;0;;During the production phase, you draw a card and this produces 2 heat and 2 plants.;production;;;;;;;;;;;;;;;Commercial Imports;Importations Commerciales ;;;$ressource_card$$skipline$$ressource_heat$$ressource_heat$$skipline$$ressource_plant$$ressource_plant$;$ressource_card$$skipline$$ressource_heat$$ressource_heat$$skipline$$ressource_plant$$ressource_plant$;During the production phase, you draw a card and this produces 2 heat and 2 plants.;Lors de la phase de production, vous piochez une carte et cette carte produit 2 chaleurs et 2 plantes. ;;;;;;;;;;;;;;
validated;yes;promo;;;P03;Diverse Habitats;IV;IV;;8;;greenProject;plant;;;6;;0;;During the production phase, this produces 1 MC per ANIMAL and PLANT you have, including this.;production;;;;;;;;;;;;;;;Diverse Habitats;Habitats Diversifiés ;;;$ressource_megacreditvoid_1$ / $tag_animal$+$tag_plant$;$ressource_megacreditvoid_1$ / $tag_animal$+$tag_plant$;During the production phase, this produces 1 MC per $tag_animal$ and $tag_plant$ you have, including this.;Lors de la phase de production, cette carte produit 1 MC par $tag_animal$ et $tag_plant$ en votre possession, y compris celui-ci. ;;;;;;;;;;;;;;
validated;yes;promo;;;P04;Filter Feeders;I-III;I-III;;9;;blueProject;animal;;;7;*;1;2 Oceans flipped;EFFECT: When you add any number of microbes to another card, add 1 animal to this card.;trigger;;;;;;;;;;;animal;;;animal;Filter Feeders;Espèces Filtrantes;/ $ressource_animal$$ressource_animal$$ressource_animal$;/ $ressource_animal$$ressource_animal$$ressource_animal$;$ressource_microbe$*: $ressource_animal$;$ressource_microbe$*: $ressource_animal$;EFFECT: When you add any number of microbes to another card, add 1 animal to this card.;EFFET: Lorsque vous ajoutez n'importe quel nombre de microbes sur une AUTRE* carte, ajoutez un animal sur cette carte. ;;;;;;;2$other_ocean$;2$other_ocean$;Requires 2 Oceans flipped.;Requiert que 2 tuiles Oxéan soient révélées. ;;;;
validated;yes;promo;;;P05;Laboratories;IV;IV;;8;;greenProject;science;;;2;;0;;During the production phase, draw a card for every 3 SCIENCE you have, including this.;production;;;;;;;;;;;;;;;Laboratories;Laboratoires;;;$ressource_card$ / $tag_science$$tag_science$$tag_science$;$ressource_card$ / $tag_science$$tag_science$$tag_science$;During the production phase, draw a card for every 3 $tag_science$ you have, including this.;Lors de la phase de production, piochez 1 carte par groupe de 3 $tag_science$ en votre possession, y compris celui-ci.;;;;;;;;;;;;;;
validated;yes;promo;;;P06;Matter Generator;III;III;;13;;blueProject;building;power;;0,3;;0;;"Draw 2 cards.
ACTION: Discard a card in hand to gain 6 MC.";action;;;;;;;;;;;;;;;Matter Generator;Générateur de Matière;;;$other_arrow$$skipline$$other_discard$: $ressource_megacreditvoid_6$;$other_arrow$$skipline$$other_discard$: $ressource_megacreditvoid_6$;ACTION: Discard a card in hand to gain 6 MC.;ACTION: Défaussez une carte de votre main pour gagner 6 MC.;;;;;Draw 2 cards.;Piochez 2 cartes.;;;;;$other_discard$  $ressource_megacreditvoid_6$;;;
validated;yes;promo;;;P07;Processed Metals;I-II;I-II;;27;;greenProject;space;power;;1,3;1;0;;Draw a card for each POWER you have, including this. When you play a SPACE, you pay 6 MC less for it.;greyProduction;;;;;;;;;;;;;;;Processed Metals;Métaux Traités ;;;$ressource_titanium$$ressource_titanium$;$ressource_titanium$$ressource_titanium$;When you play a $tag_space$, you pay 6 MC less for it.;Lorsque vous jouez un $tag_space$, le coût est réduit de 6 MC. ;;;;;Draw a card for each POWER you have, including this.;Piochez une carte pour chaque $tag_power$ en votre possession, y compris celui-ci. $skipline$ Lorsque vous jouez un $tag_space$, le coût associé est réduit de 6 MC. ;;;;;;;;
blocked;yes;promo;;need serverside target draw mechanic;P08;Processing Plant;I-II;I-II;;19;;greenProject;building;;;0;1;0;;Reveal cards from the top of the deck until you reveal a BUILDING. Place it into your hand. Discard the rest. When you play a BUILDING, you pay 4 MC less for it.;greyProduction;;;;;;;;;;;;;;;Processing Plant;Usine de Traitement ;;;$ressource_steel$$ressource_steel$;$ressource_steel$$ressource_steel$;When you play a $tag_building$, you pay 4 MC less for it.;Lorsque vous jouez un $tag_building$, le coût associé est réduit de 4 MC. ;;;;;Reveal cards from the top of the deck until you reveal a $tag_building$. Place it into your hand. Discard the rest.;Révélez les premières cartes de la pioche jusqu'à révéler un $tag_building$. Placez le dans votre main. Défaussez les autres. ;;;;;;;;
